"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","predicted_prob","predicted_class"
5,0,33,1,6545,82,178,22,3,1,1,30,977.08,0,0.00270700917890722,0
5,0,33,0,920,10,7,7,2,1,2,25,73.35,0,0.514007905379283,1
5,0,34,0,755,10,7,4,3,1,2,30,58.6,0,0.510019685409873,1
5,0,33,0,305,6,7,2,2,1,2,25,45.495,1,0.500232776364804,1
5,0,33,1,7553,123,376,39,2,1,1,25,2037.42,0,0.000196702033801059,0
7,0,33,1,11510,150,7,43,4,1,1,45,309,0,0.00124313946910692,0
8,0,33,1,6763,71,100,33,2,1,1,25,757.53,0,0.0466258467440997,0
23,0,29,0,1000,43,8,13,2,1,2,25,82.935,1,0.660283413318292,1
21,0,32,8,10480,89,7,38,5,1,1,55,169.035,0,0.0052148505556824,0
13,0,32,1,5863,94,18,20,2,1,1,25,349.065,1,0.0366661398381016,0
5,0,30,1,2885,18,7,10,3,1,1,30,144.12,0,0.2224773135789,0
9,0,31,0,3035,37,7,12,3,1,2,30,150.88,1,0.513363173429991,1
9,1,32,0,2313,40,26,27,3,1,2,30,198.12,1,0.966011459599584,1
5,0,32,0,305,6,7,2,3,1,2,30,40.44,1,0.536047309133744,1
5,0,32,1,305,6,7,2,3,1,1,30,40.44,0,0.156984588796536,0
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,0,0.00445581034345324,0
5,0,32,0,305,6,7,2,4,1,2,45,25.275,1,0.538751800086308,1
5,0,32,1,305,6,7,2,5,1,1,55,15.165,1,0.16682878815753,0
25,0,27,3,16120,234,7,76,2,1,1,25,767.43,0,0.00459118449340557,0
6,0,30,3,7010,112,263,29,2,2,1,25,1503.99,0,0.000491432266000459,0
5,0,32,1,3763,78,7,24,2,1,1,25,204.345,0,0.0141443139658969,0
5,0,31,0,1710,40,30,16,3,1,2,30,190,0,0.184105250295726,0
6,0,32,1,2825,49,167,19,2,1,1,25,880.83,0,0.0118280349204026,0
5,0,23,1,1360,32,185,7,2,2,1,25,895.14,0,0.0154051390169932,0
5,0,22,1,1613,35,22,64,4,1,1,45,96.2,0,0.0432544643755032,0
11,0,23,0,745,21,7,3,2,1,2,25,65.97,0,0.608156666944159,1
5,0,22,0,305,6,13,2,4,1,2,45,40.275,0,0.571632081186185,1
10,0,21,1,1270,28,11,9,2,1,1,25,107.91,0,0.162225205227506,0
5,0,21,1,3270,57,7,19,3,1,1,30,161.08,0,0.0476930222623337,0
5,0,14,1,1740,22,20,10,2,1,1,25,169.29,0,0.167942848319484,0
16,0,13,1,6438,137,77,38,2,2,1,25,642.375,0,0.00677427787635239,0
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,0,0.000172274717688346,0
8,0,12,3,2898,41,23,15,3,1,1,30,209.56,0,0.072272912677419,0
5,0,5,1,4435,36,207,6,3,1,1,30,1006.84,0,0.023209776672546,0
5,1,5,0,1533,15,7,3,3,1,1,30,89.92,1,0.972633580492473,1
15,0,43,1,4855,85,23,24,3,1,1,30,289.6,0,0.0277629198878113,0
7,0,44,0,803,19,25,11,3,1,2,30,132.88,0,0.31926613833581,0
17,0,42,1,2938,74,377,31,3,1,1,30,1628.48,0,0.000197822538066597,0
17,0,43,1,4683,80,19,42,1,1,1,15,366.465,0,0.0866637920563895,0
10,0,43,1,2878,72,20,40,2,1,1,25,222.75,0,0.0157541979107487,0
18,0,43,2,4260,96,50,35,3,1,1,30,374.24,0,0.00831155784494402,0
11,0,43,1,2845,53,303,25,3,1,1,30,1327.92,0,0.000805066102690174,0
20,0,42,3,9600,135,162,50,3,1,1,30,1037.4,0,0.00149244773695625,0
14,0,43,1,14258,183,18,51,3,1,1,30,649.64,0,0.00496317199359409,0
14,0,43,2,5000,97,20,32,3,1,1,30,283.88,0,0.0097725957111619,0
13,0,43,1,6403,109,25,19,3,1,1,30,360.48,0,0.0103826473818207,0
16,1,43,0,2723,68,26,24,3,1,2,30,215.64,0,0.924260370777292,1
32,0,43,4,15625,239,72,39,3,1,1,30,922.56,0,0.000577197113037332,0
11,0,43,2,3580,41,501,15,3,1,1,30,2148.84,0,8.4513146683071e-05,0
16,0,42,1,15970,196,168,37,2,1,1,25,1483.47,0,0.00326921762215594,0
10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,0,0.00080890469761125,0
7,0,42,0,1360,28,18,18,2,1,2,25,143.46,0,0.294067567612165,0
9,0,43,0,1195,28,31,15,3,1,2,30,172.92,0,0.288639256725853,0
7,0,42,0,485,14,18,7,2,1,2,25,103.455,1,0.379706303724174,0
10,0,42,1,7993,141,402,50,3,1,1,30,1933.36,0,1.02424538058492e-05,0
14,0,42,2,11950,168,29,54,4,1,1,45,375.45,0,0.000339916038908746,0
15,0,42,2,7203,89,126,44,2,1,1,25,895.14,0,0.0214851465321681,0
30,0,38,0,1440,61,34,24,3,1,2,30,196.04,1,0.536759931921888,1
28,0,41,9,10920,107,19,49,5,2,1,55,193.905,0,0.00162538301015488,0
20,0,41,2,6303,112,44,31,2,1,1,25,486.675,0,0.0168010837009709,0
8,0,39,1,3325,36,18,21,3,1,1,30,206.44,0,0.105865669428204,0
16,1,40,0,3475,55,27,23,3,1,2,30,249.2,1,0.973615224792104,1
16,1,41,0,2753,58,52,38,4,1,2,45,200.275,1,0.847447512991937,1
7,1,41,0,618,16,18,9,3,1,2,30,97.36,1,0.973039751223228,1
8,0,41,1,2153,39,18,13,4,1,1,45,99.8,0,0.0365123372294915,0
10,0,38,2,7270,111,32,29,5,1,1,55,158.715,0,0.000643609073568987,0
7,0,41,0,1113,21,27,11,4,1,2,45,95.85,1,0.250741295769013,0
7,0,41,2,823,18,22,9,5,1,1,55,45.615,0,0.0396807429029139,0
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,0,0.121018471526306,0
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,0,4.15509156300814e-05,0
9,0,41,1,4203,96,20,35,3,1,1,30,251.96,0,0.00610413187016289,0
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,0,0.0885048699156755,0
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0,0.00769364811873883,0
11,0,32,2,1800,50,211,18,3,2,1,30,918,0,0.00229190354652087,0
11,0,31,1,2053,53,48,75,5,1,1,55,103.59,0,0.00813098619803229,0
18,0,32,0,1185,39,28,14,3,1,2,30,160.96,0,0.503330290274141,1
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,0,0.221527616179791,0
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0,0.111449844727183,0
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,0,0.0205499629968478,0
9,0,23,1,2180,40,46,21,3,1,1,30,272.8,0,0.0693353702366823,0
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,0,0.00305277472431981,0
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,0,1.08449358651955e-05,0
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0,0.0291195743109872,0
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,0,0.00619883309661437,0
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,1,0.136371412675785,0
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0,0.0520744369765713,0
5,0,38,0,305,6,7,2,3,1,2,30,40.44,0,0.489593036415009,0
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,0,0.000414850192383523,0
13,0,37,1,4323,64,7,32,1,1,1,15,279.785,0,0.119620727175127,0
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0,0.0263923276305457,0
14,0,37,2,3900,80,28,25,3,1,1,30,271.2,0,0.0172762093874822,0
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0,0.0016871658686816,0
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,0,0.00312534626342342,0
10,0,37,1,13898,167,7,41,3,1,1,30,590.6,0,0.00884959585586901,0
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0,0.0178579044730767,0
9,0,37,1,6043,93,7,9,3,1,1,30,273.44,0,0.020351018823491,0
12,0,37,0,2363,52,7,14,3,1,2,30,124.6,0,0.297964694053243,0
28,0,37,4,15265,223,50,29,3,2,1,30,819.52,0,0.00120992631580474,0
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,0.000177253083719672,0
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,0,0.00600807194547635,0
6,0,36,2,6625,84,182,23,3,1,1,30,996.36,0,0.0016952032232415,0
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,0,0.471946471951619,0
5,0,37,0,835,12,9,5,3,1,2,30,69.88,0,0.459777651925586,0
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1,0.476989828749133,0
6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,0,2.14836931574251e-05,0
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,0,0.00105061381319231,0
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,0,0.0388893422117466,0
26,1,32,0,1080,45,12,14,3,1,2,30,93,1,0.992926499035757,1
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0,0.0043739009323656,0
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1,0.0305293035730902,0
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0,0.194068579954595,0
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,1,0.98687689249653,1
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1,0.229282191797195,0
5,1,35,0,305,6,7,2,3,1,2,30,40.44,1,0.983819479691936,1
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,0,0.0878256092857401,0
6,0,32,2,6910,95,10,19,5,1,1,55,120.075,0,0.00257400725437864,0
5,0,35,0,305,6,7,2,4,1,2,45,25.275,1,0.515565428740168,1
5,0,35,1,305,6,7,2,5,1,1,55,15.165,0,0.15429451758775,0
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,0,0.00394642991225007,0
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,0,8.7150644376808e-05,0
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0,0.0111886488470898,0
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0,0.16920607022094,0
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0,0.014086774007494,0
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0,0.00479529214472002,0
7,0,25,1,1693,37,26,65,5,1,1,55,64.95,0,0.0318038412516707,0
14,0,26,0,825,23,7,4,3,1,2,30,61.92,0,0.676924629366999,1
5,0,25,0,305,6,17,2,4,1,2,45,50.275,0,0.519371299506228,1
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0,0.187747753277844,0
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0,0.0404420859401908,0
5,0,17,1,1820,24,24,11,3,1,1,30,169.76,0,0.135148971632747,0
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0,0.00561132039211795,0
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0,4.34550392119297e-05,0
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,0,0.0591877780257273,0
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0,0.0129144244325131,0
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,1,0.942280662047118,1
17,0,40,3,5275,87,33,34,3,1,1,30,346.48,0,0.0175057822730044,0
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,0,0.378558063219555,0
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0,0.000123443048290125,0
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,0,0.0683484026281815,0
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0,0.0106133806273437,0
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0,0.00520236101054954,0
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0,3.20201766190343e-06,0
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0,0.0511117007175507,0
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,0,0.0031026242562045,0
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0,0.0061202252250769,0
15,0,40,3,6823,111,35,29,3,1,1,30,417.36,0,0.0065037761299417,0
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0,0.21533435806087,0
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,0,0.0203885440751333,0
13,0,40,4,4000,43,511,25,4,1,1,45,1378.575,0,1.52197077381691e-08,0
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,0,0.00219334695898181,0
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,0,0.000504879853198548,0
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0,0.367542840273826,0
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,0,0.345127046810304,0
9,1,39,0,905,16,28,17,2,1,2,25,167.445,1,0.980128044130114,1
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,0,6.39093273939169e-06,0
16,0,39,4,12370,170,39,64,4,1,1,45,411,0,0.00017119625002291,0
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,0,0.0145017935107654,0
32,1,35,0,1860,63,44,34,3,1,2,30,252.92,1,0.988626272110277,1
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,0,0.0270228210829431,0
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,0,0.00723728118824158,0
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0,0.0687949059574412,0
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,1,0.979561855348037,1
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,1,0.0915853328105696,0
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,1,0.448014398884685,0
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,0,0.0187254942295736,0
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0,0.000281032244262922,0
9,0,38,0,1533,23,37,21,4,1,2,45,131.4,1,0.259689837998623,0
9,0,38,4,1243,20,32,19,5,1,1,55,66.945,0,0.0177164812702871,0
34,0,33,6,16980,254,28,97,2,2,1,25,901.53,0,0.00159505153068546,0
15,0,36,6,7870,132,299,50,3,2,1,30,1516.08,0,2.59266225149413e-05,0
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0,0.00381751265210663,0
12,1,37,0,2570,60,66,37,4,1,2,45,230.75,1,0.68078751896085,1
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0,0.00516928781432136,0
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,0,0.001431295649631,0
13,0,28,3,2473,55,58,85,5,1,1,55,124.92,0,0.00356544822918924,0
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0,0.568269621086484,1
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,0,0.229753270459655,0
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0,0.0775423467204815,0
11,0,27,3,4130,77,36,40,3,1,1,30,312.28,0,0.012922265891717,0
11,0,20,3,2600,42,56,31,3,1,1,30,329.68,0,0.0444208491304257,0
25,0,19,4,7298,157,113,59,2,2,1,25,843.975,0,0.0020479871528947,0
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,0,4.73375849612669e-06,0
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0,0.0183706852502754,0
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0,0.00387687699984735,0
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1,0.850535324737202,1
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0,0.0501817706955197,0
5,0,41,0,305,6,7,2,3,1,2,30,40.44,0,0.466383112225056,0
11,0,39,0,2158,56,345,11,3,1,1,30,1468.56,0,0.000460801443982631,0
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0,0.109226377147247,0
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0,0.0281815269150137,0
12,0,40,0,3480,78,18,15,3,1,1,30,214.32,0,0.0274025853831215,0
5,0,40,0,2065,35,271,5,3,1,1,30,1168,0,0.0018737821208767,0
14,0,39,1,8820,117,130,30,3,1,1,30,877.48,0,0.00499945135231719,0
8,0,40,0,13478,165,7,31,3,1,1,30,573.72,0,0.00851384351137097,0
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0,0.0246087247484828,0
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,0,0.0136583808276153,0
10,0,40,0,1943,50,7,4,3,1,2,30,107.72,0,0.22052753618207,0
26,0,40,2,14845,221,40,19,3,1,1,30,762.64,0,0.00193768778464328,0
5,0,40,1,2800,23,469,9,3,1,1,30,1988.92,0,0.000196891863527606,0
10,0,39,0,15190,178,136,17,2,1,1,25,1303.56,0,0.0062122935134085,0
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,0,0.00308248049504842,0
5,0,39,0,580,10,7,2,2,1,2,25,58.05,0,0.429519779925895,0
5,0,40,0,415,10,7,2,3,1,2,30,45,0,0.429795427171853,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1,0.453846113847028,0
5,0,39,0,7213,123,370,30,3,1,1,30,1773.44,0,2.71137791326617e-05,0
8,0,39,0,11170,150,7,34,4,1,1,45,300.5,0,0.00155278164011925,0
9,0,39,0,6423,71,94,24,2,1,1,25,715.23,0,0.056938032214833,0
24,0,35,0,660,43,7,4,3,1,2,30,56.12,1,0.635188261371772,1
22,0,38,7,10140,89,7,29,5,1,1,55,163.935,0,0.0067320263988807,0
14,0,38,0,5523,94,12,11,2,1,1,25,306.765,1,0.044879242039303,0
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,0,0.171638711258087,0
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1,0.464647394200598,0
10,0,38,0,1973,40,20,18,3,1,2,30,160.52,1,0.306247077272868,0
5,1,38,0,305,6,7,2,3,1,2,30,40.44,1,0.982269815505562,1
5,0,38,1,1373,21,7,2,4,1,1,45,52.35,0,0.081127559742961,0
5,0,35,0,6490,93,7,9,5,1,1,55,109.245,0,0.00506740436187988,0
5,0,38,0,305,6,7,2,4,1,2,45,25.275,1,0.492311853461116,0
5,0,38,0,305,6,7,2,5,1,1,55,15.165,0,0.19344549448008,0
26,0,33,2,15780,234,7,67,2,1,1,25,752.13,0,0.00535345334400748,0
7,0,36,2,6670,112,257,20,3,2,1,30,1299.28,0,0.000139665529689287,0
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0,0.0138529771215831,0
5,0,37,0,1370,40,24,7,3,1,2,30,152.4,0,0.151217974815596,0
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,0,0.0145615774951316,0
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,0,0.00532386272723704,0
5,0,28,0,1273,35,16,55,4,1,1,45,72.7,0,0.0560172421456252,0
12,0,29,0,405,21,7,2,3,1,2,30,45.04,0,0.582753763429914,1
5,0,28,0,305,6,7,2,4,1,2,45,25.275,0,0.569391230583476,1
11,0,27,1,930,28,7,2,2,1,1,25,74.61,0,0.139863959430305,0
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0,0.0497221838980355,0
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,0,0.131950678256949,0
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,0,0.00834973030594684,0
13,0,17,0,8638,167,59,27,5,1,1,55,220.575,0,6.9000725412443e-05,0
9,0,18,2,2558,41,17,6,3,1,1,30,171.96,0,0.0915908377502506,0
5,0,11,1,4095,36,201,25,3,1,1,30,969.24,0,0.0184150439395371,0
5,1,11,1,1193,15,7,2,3,1,1,30,76.32,1,0.946916846511358,1
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0,0.0129592445075368,0
5,0,42,0,738,17,46,10,3,1,2,30,214.2,0,0.237292536958642,0
15,0,40,2,2873,72,398,30,3,1,1,30,1709.8,0,9.09648951566771e-05,0
15,0,41,2,4618,78,40,41,1,1,1,15,478.28,0,0.0559584757194025,0
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,0,0.00808520018695454,0
16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0,0.00383873797136369,0
9,0,41,2,2780,51,324,24,4,1,1,45,880.775,0,2.15184207479429e-06,0
18,0,40,4,9535,133,183,49,3,1,1,30,1118.72,0,0.000686753784343832,0
12,0,41,2,14193,181,39,50,3,1,1,30,730.96,0,0.00228811030749004,0
12,0,41,3,4935,95,41,31,4,1,1,45,228.25,0,0.00134695347436377,0
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,0,0.00480067730055659,0
14,1,41,0,2658,66,47,23,4,1,2,45,185.6,0,0.756808662575618,1
30,0,41,5,15560,237,93,38,3,1,1,30,1003.88,0,0.000265467420031431,0
9,0,41,3,3515,39,522,14,4,1,1,45,1393.85,0,1.02280426608648e-08,0
14,0,40,2,15905,194,189,36,3,1,1,30,1399.96,0,0.000338595103958651,0
8,0,40,3,6920,98,225,32,4,1,1,45,737.95,0,5.11623619602699e-06,0
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,0,0.217030601993892,0
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,0,0.212079419348056,0
5,0,40,0,420,12,39,6,3,1,2,30,173.28,1,0.298706978520415,0
8,0,40,2,7928,139,423,49,3,1,1,30,2014.68,0,4.70931842106332e-06,0
12,0,40,3,11885,166,50,53,4,1,1,45,426.275,0,0.00011505482829257,0
13,0,40,3,7138,87,147,43,3,1,1,30,877,0,0.00435500777843019,0
28,1,36,0,1375,59,55,23,3,1,2,30,277.36,1,0.977970616031734,1
26,0,39,10,10855,105,40,48,5,2,1,55,224.4,0,0.000448909309077105,0
18,0,39,3,6238,110,65,30,3,1,1,30,513.92,0,0.00534313748440276,0
6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0,0.021206606154258,0
14,0,38,0,3410,53,48,22,3,1,2,30,330.52,1,0.297666045936605,0
14,1,39,0,2688,56,73,37,4,1,2,45,251.1,1,0.730620798416782,1
5,0,39,0,553,14,39,8,3,1,2,30,178.68,1,0.293052545529471,0
6,0,39,2,2088,37,39,12,4,1,1,45,150.625,0,0.0126617850299578,0
8,0,36,3,7205,109,53,28,5,1,1,55,189.21,0,0.000177629888243106,0
5,0,39,0,1048,19,48,10,4,1,2,45,146.675,1,0.140443863051824,0
5,0,39,3,758,16,43,8,5,1,1,55,76.11,0,0.0112702407075712,0
30,0,34,5,16495,250,39,86,2,2,1,25,929.025,0,0.00121246666306258,0
11,0,37,5,7385,128,310,39,3,2,1,30,1540.52,0,1.91047775980381e-05,0
7,0,39,2,4138,94,41,34,3,1,1,30,333.28,0,0.00281585331106537,0
8,0,38,0,2085,56,77,26,4,1,2,45,246.025,0,0.0169088427429485,0
11,0,39,2,3200,65,214,29,3,1,1,30,986.6,0,0.00134404255607176,0
9,0,30,3,1735,48,232,17,3,2,1,30,999.32,0,0.00105508153240882,0
9,0,29,2,1988,51,69,74,5,1,1,55,134.085,0,0.00225631285940401,0
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,0,0.402006145153594,0
5,0,29,0,1245,22,60,9,4,1,2,45,181.675,0,0.121988605780452,0
15,0,28,2,1645,44,58,19,2,1,1,25,337.005,0,0.0600386863885347,0
7,0,28,2,3645,73,47,29,4,1,1,45,210.45,0,0.00318220110787083,0
7,0,21,2,2115,38,67,20,3,1,1,30,354.12,0,0.0331196695441694,0
21,0,20,3,6813,153,124,48,2,2,1,25,871.47,0,0.00155693175266172,0
17,0,18,2,9353,183,112,46,5,1,1,55,311.04,0,2.99172608273608e-06,0
13,0,19,5,3273,57,70,25,4,1,1,45,258.25,0,0.0034089921064933,0
7,0,12,3,4810,52,254,16,3,1,1,30,1210.48,0,0.00285968603858268,0
8,1,12,3,1908,31,39,13,3,1,1,30,233.56,1,0.80744096261671,1
13,0,39,0,4560,71,7,15,2,1,1,25,239.895,0,0.0892663723202086,0
5,0,40,0,305,6,7,2,2,1,2,25,45.495,0,0.446170706043248,0
15,0,38,0,2643,60,334,22,2,1,1,25,1624.635,0,0.00468315889401185,0
15,0,39,0,4388,66,7,33,1,1,1,15,283.47,0,0.180707951438534,0
8,0,39,0,2583,58,7,31,1,1,1,15,183.755,0,0.0493740393924971,0
16,0,39,1,3965,82,7,26,3,1,1,30,189.88,0,0.0368272701588621,0
9,0,39,0,2550,39,260,16,3,1,1,30,1143.56,0,0.00366223391221211,0
18,0,38,2,9305,121,119,41,3,1,1,30,853.04,0,0.00677258781125283,0
12,0,39,0,13963,169,7,42,3,1,1,30,593.28,0,0.0141452843653732,0
12,0,39,1,4705,83,7,23,3,1,1,30,219.52,0,0.0283898502536867,0
11,0,39,0,6108,95,7,10,2,1,1,25,310.635,0,0.0385648913707599,0
14,1,39,0,2428,54,7,15,3,1,2,30,127.28,0,0.964668867655827,1
30,0,39,3,15330,225,29,30,3,1,1,30,738.2,0,0.00262778802921162,0
9,0,39,1,3285,27,458,6,3,1,1,30,1964.48,0,0.000385435508824956,0
14,0,38,0,15675,182,125,28,2,1,1,25,1276.065,0,0.0117301651097724,0
8,0,38,1,6690,86,161,24,3,1,1,30,915.04,0,0.00367964545566769,0
5,0,38,0,1065,14,7,9,2,1,2,25,80.055,0,0.436228526323976,0
7,0,39,0,900,14,7,6,2,1,2,25,72.63,0,0.473322947745599,0
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1,0.461543523576047,0
8,0,38,0,7698,127,359,41,2,1,1,25,1967.625,0,0.000357129846094164,0
12,0,38,1,11655,154,7,45,3,1,1,30,500.36,0,0.00928144415927095,0
13,0,38,1,6908,75,83,35,2,1,1,25,687.735,0,0.0736085183191919,0
28,1,34,0,1145,47,7,15,2,1,2,25,85.14,1,0.993668926382046,1
26,0,37,8,10625,93,7,40,4,1,1,45,285.45,0,0.0182379356033832,0
18,0,37,1,6008,98,7,22,2,1,1,25,306.27,1,0.0552243168468997,0
6,0,35,0,3030,22,7,12,3,1,1,30,150.08,0,0.254059377927511,0
14,0,36,0,3180,41,7,14,3,1,2,30,156.84,1,0.591878639357318,1
14,0,37,0,2458,44,9,29,3,1,2,30,136.08,1,0.463610494979238,0
5,1,37,0,305,6,7,2,3,1,2,30,40.44,1,0.98280191906675,1
6,0,37,0,1858,25,7,4,3,1,1,30,103.32,0,0.144582161438199,0
8,0,34,1,6975,97,7,20,4,1,1,45,194.3,0,0.0084450700832438,0
5,0,37,0,818,7,7,2,4,1,2,45,38.125,1,0.518291812713776,1
5,0,37,1,305,6,7,2,5,1,1,55,15.165,0,0.14637345776942,0
30,0,32,3,16265,238,7,78,2,1,1,25,774.135,0,0.00634794647499416,0
11,0,35,3,7155,116,246,31,2,2,1,25,1434.195,0,0.000798179423294706,0
7,0,37,0,3908,82,7,26,2,1,1,25,211.05,0,0.0191739659933411,0
8,0,36,0,1855,44,13,18,3,1,2,30,127.96,0,0.23490299246933,0
11,0,37,0,2970,53,150,21,2,1,1,25,811.035,0,0.0272917737301314,0
9,0,28,1,1505,36,168,9,2,2,1,25,825.345,0,0.0218840404719132,0
9,0,27,0,1758,39,7,66,4,1,1,45,62.425,0,0.107225736417767,0
16,0,28,0,890,25,7,5,2,1,2,25,72.675,0,0.6825098510569,1
5,0,27,0,1015,10,7,2,4,1,2,45,43.125,0,0.565848562571389,1
15,0,26,0,1415,32,7,11,2,1,1,25,96.615,0,0.286612781657013,0
7,0,26,0,3415,61,7,21,3,1,1,30,167.04,0,0.0634331155994902,0
7,0,19,0,1885,26,7,12,2,1,1,25,117.495,0,0.237052421971772,0
21,0,18,1,6583,141,60,40,1,2,1,15,699.82,0,0.0327073882032627,0
17,0,16,0,9123,171,48,38,4,1,1,45,352.35,0,0.000551358154648942,0
